key,amenfeat_1,amenfeat_2,amenfeat_3,amenfeat_4,amenfeat_5,amenfeat_6,amenfeat_7,lon,lat,title
3315,(L),,,,,,,-82.8816665,42.5921527,D's Lounge
3326,(*),(D),(L),,,,,-83.2837677,42.6493361,Poppers Pontiac
3372,(L),,,,,,,-93.2965512,44.9552333,Amazon Book Store
3392,(N),(D),(L),(PT),,,,-93.2788049,44.9675268,Nineteen Bar
3429,(L),(D),,,,,,-93.1500633,44.9560131,Ladies Night
3433,(L),(D),(*),,,,,-93.1600555,44.9560147,Town House
3466,(L),,,,,,,-90.1897282,32.3006661,Jill's Saloon
3471,(*),(L),(D),,,,,-88.6991648,32.3629189,Talk of the Town
3504,(P),(L),,,,,,-94.5876021,39.0363075,Billie Jean's
3525,(M),(L),,,,,,-94.5899326,39.0627401,New Earth Books
3550,(*),(YC),(L),(PT),,,,-94.851499,39.7660546,Avis' Lounge
3560,(R),(D),(L),,,,,-90.2672126,38.6190015,DJ's
3567,(L),,,,,,,-90.2526929,38.5522257,Jan's Stowaway
3568,(L),(PT),,,,,,-90.1994042,38.6270025,Kitty Kat Klub
3570,(L),,,,,,,-90.2612115,38.6483623,Left Bank Books
3580,(L),(D),(V),(S),,,,-90.2508822,38.6264828,Stars
3583,(L),,,,,,,-90.3018231,38.6553103,Woman's Eye Book Store
3629,(H),(L),,,,,,-113.994031,46.872128,North Crow Vacation Ranch
3636,(L),,,,,,,-96.6949956,40.8122236,Cherchez La Femme
3665,(P),(L),(*),,,,,-71.4578053,42.9891329,Club Merri-Mac
3672,(P),(L),,,,,,-70.7575212,43.0761164,"Isis, Ltd."
3681,(L),(R),,,,,,-74.0117654,40.2161007,Bond Street Bar
3682,(L),(D),,,,,,-74.0062758,40.2175794,Charms
3685,(M),(L),,,,,,-74.001021,40.220874,Key West Motel
3687,(L),(E),(WE),(*),,,,-74.001021,40.220874,Owl & Pussycat
3693,(R),(*),(L),,,,,-74.4310387,39.3602778,Brass Rail Bar
3700,(D),(L),,,,,,-74.3713072,39.4027332,Studio VI
3705,(D),(L),(WE),(*),,,,-74.1468194,40.8061095,Buddy's
3733,(M),(L),,,,,,-74.2097014,40.082129,Adult Books
3735,(L),(D),(R),(PT),,,,-74.59377,40.877877,Maddie's Mine Hill Tavern
3739,(*),(YC),(L),(D),(OC),,,-74.4415011,40.4954104,Den
3747,(D),(L),(*),,,,,-74.2309322,40.7708803,Rah-Rah'sPub
3763,(E),(R),(YC),(L),(WE),(*),,-74.273952,40.644501,Casablanca
3770,(L),(*),,,,,,-74.7535985,40.2082503,Rainbow
3776,(L),(D),(WE),,,,,-74.0338536,40.7663755,Night Lite
3780,(PT),(D),(YC),(L),,,,-74.0061992,40.7885704,Friendly's Tavern
3791,(L),(P),,,,,,-106.5859615,35.1068713,Corky's
3792,(PT),(L),(P),,,,,-106.7003143,35.0825567,Cricket's
3841,(M),(L),(PT),(N),,,,-73.2597551,40.7238024,Ruthie's Place
3846,(*),(YC),(L),(D),(V),,,-75.9118006,42.1018782,Lenny's
3849,(L),,,,,,,-75.9102579,42.0997153,Squiggy's
3863,(L),(D),(*),,,,,-78.8988311,42.9175879,M.C. Compton's
3889,(D),(S),(*),(L),,,,-73.671694,40.7364176,Thunders
3903,(D),(S),(L),(M),(WE),(*),,-73.089293,40.659053,Ice Palace
3908,(D),(S),(L),(WE),(*),,,-73.6974651,40.7357093,Silver Lining
3921,(D),(L),,,,,,-79.24104,42.0984865,15 E. 5th
3922,(L),(YC),(WE),(D),(*),,,-79.2302812,42.0976073,Nile Spot
3933,(L),,,,,,,-73.1181919,40.8216997,Kiss
3935,(L),,,,,,,-73.3797734,40.7002463,Forever Green
3940,(L),(S),(PT),,,,,-73.7807713,40.9092703,Rumors
3961,(L),,,,,,,-74.0064631,40.731133,Cubby Hole
3975,(*),(L),,,,,,-74.0028134,40.7331447,Grove Club
3985,(L),,,,,,,-74.0041563,40.730584,Kelly's Village West
4018,(L),,,,,,,-74.0017116,40.7345329,Three Lives Book Store
4058,(L),,,,,,,-73.9914967,40.7535628,Gables
4113,(L),,,,,,,-73.9725526,40.7917586,Womanbooks
4123,(D),(L),,,,,,-73.9038865,40.852267,Strawberries
4124,(M),(B),(L),Cruisy Area,,,,-73.773586,41.065135,Bronx River Park
4132,(D),(L),(S),(*),,,,-73.9853215,40.6174265,Sweets
4169,(*),(L),(D),(R),,,,-77.6258384,43.1567326,Allen St. Club
4187,(D),(L),,,,,,-77.6004606,43.150311,Rosie's
4188,(L),,,,,,,-77.590847,43.1447815,Silkwood Books
4192,(L),,,,,,,-77.6408985,43.1546705,Two Twelve Club
4204,(YC),(D),(L),,,,,-73.9567776,42.7800002,Falcon
4208,(D),(L),,,,,,-73.2379712,40.8474906,Heavens
4215,(L),(D),(*),,,,,-76.1431235,43.0531304,Laurel Tree
4233,(L),,,,,,,-75.2555167,43.1109591,Reflections
4240,(*),(D),(PT),(L),,,,-73.6441554,40.7008603,T .C .& Company
4242,(M),(R),(E),(L),,,,-74.539882,41.336761,Folderol
4244,(D),(R),(L),(*),,,,-73.7626329,41.0242108,Addie's Secret Garden
4257,(L),(M),,,,,,-82.5550496,35.5963855,Malaprop's Bookstore
4259,(N),(R),(D),(L),,,,-82.5577653,35.5933932,Scandals
4278,(S),(YC),(L),(PT),(*),,,-80.8584039,35.2106696,Olean's Lounge
4307,(P),(E),(W),(L),(S),(*),,-79.7938188,36.0769486,The Palms
4333,(E),(L),,,,,,-78.645614,35.8032021,Glenwood Park
4346,(*),(L),(YC),(D),,,,-77.9482978,34.2350704,David's Lounge
4350,(L),(W),(PT),,,,,-80.3499505,36.0848394,Mirrors
4361,(L),(D),(PT),(*),,,,-96.7647522,46.8760346,My Place
4379,(M),(L),,,,,,-81.5426721,41.0959517,Gentle Lady
4384,(L),(D),(S),(PT),(*),,,-81.4913364,41.0174893,Quest
4396,(*),(P),(L),(PT),,,,-81.3654355,40.795848,Dars Bar
4405,(M),(L),(OC),(PT),,,,-82.9926779,39.3457556,Junction Pub
4423,(L),(E),(PT),(N),,,,-84.5126367,39.1262695,Squeeze In
4425,(*),(L),(YC),(D),,,,-84.509828,39.1292676,2601 Club
4458,(L),,,,,,,-81.6943605,41.49932,Paradise Inn
4477,(L),,,,,,,-82.9966032,39.961171,Fan the Flames
4482,(L),(R),,,,,,-83.0003467,39.9456863,Mel's Place
4485,(YC),(L),(D),(S),,,,-83.0002345,40.0085426,Summit Station
4505,(L),(D),(PT),,,,,-84.1925415,39.7566944,Changes
4509,(N),(L),,,,,,-84.2066807,39.7634685,Martinique
4520,(L),,,,,,,-82.3488498,39.8568283,Springhill Farm
4530,(D),(L),,,,,,-82.5550722,40.759553,Johnny's
4544,(PT),(D),(L),(V),(E),(S),(*),-83.8225532,39.9256133,Gaslight Inn
4552,(D),(L),(S),(*),,,,-80.6144349,40.3611138,David's Lounge
4575,(PT),(L),(WE),(*),,,,-80.816477,41.2356773,The Office
4606,(*),(D),(YC),(L),(M),,,-97.5481078,35.5116263,Angles
4612,(P),(L),(D),(WE),(*),,,-97.5636993,35.508097,D.J.'s
4616,(L),,,,,,,-97.5473116,35.4805648,K.A.'s Club
4622,(L),(V),(D),,,,,-97.548539,35.5111829,Razzy's
4652,(L),(PT),,,,,,-95.8862865,36.1449006,Rustic Club
4677,(W),(YC),(L),(PT),(*),(D),(WE),-123.0845644,44.0456864,Cassady'sTavern
4679,(M),(L),(D),(WE),(*),,,-123.0895316,44.0492797,Gizmo's
4681,(L),,,,,,,-123.107634,44.0540515,Mother Kali's Book Store
4682,(L),(OC),(D),(PT),,,,-123.0933132,44.0489697,Riviera Room
4700,(L),(D),(*),,,,,-122.6562575,45.5174509,Club 927
4703,(M),(R),(S),(WE),(L),,,-122.7873187,45.5986823,Darcelle XV Tavern
4707,(*),(D),(YC),(L),,,,-122.6772242,45.5239836,Embers
4719,(M),(L),(R),,,,,-122.6523974,45.5226528,Old Wives Tale
4723,(L),(D),(*),,,,,-122.6876963,45.5305504,Primary Domain
4746,(*),(W),(L),(D),(PT),,,-123.0179427,44.9343958,Bumper's
4756,(L),,,,,,,-75.4834756,40.6036336,Candida
4781,(L),(WE),*,,,,,-75.227828,40.688126,13th St. Pub
4789,(*),(YC),(L),(PT),,,,-80.1595621,42.0953574,R&K's Club 13
4800,(L),(D),,,,,,-76.8991917,40.3269559,D-Gem Lounge
4830,(L),(D),(PT),,,,,-76.3115557,40.0447257,Sundown Lounge
4831,(*),(YC),(L),(D),(R),,,-76.3089318,40.0393767,Tally Ho
4848,(YC),(L),(R),(H),(S),(D),,-74.9503317,40.3630266,Chadwyck Inn
4873,(P),(M),(L),(D),,,,-75.1357938,39.9996813,Black Banana/CCC
4876,(S),(L),,,,,,-75.1373833,40.0059256,Bravo's Plaza
4879,(P),(L),(M),(B),(AH),,,-75.160238,39.9491045,Catacombs
4894,(*),(L),,,,,,-75.1612188,39.9451712,Giovanni's Room
4898,(P),(L),(E),,,,,-75.1599876,39.9483481,Hideout
4919,(L),(WE),(D),(*),,,,-75.1454399,39.9505721,Sneakers
4927,(L),(AH),(*),,,,,-75.1616977,39.9483551,Two-Four Club
4964,(P),(*),(R),(L),,,,-79.9655258,40.459283,Norreh Social Club
4969,(L),(N),(D),,,,,-79.9248403,40.4581413,Tender Trap
4992,(M),(L),(B),,,,,-75.9273331,40.3390335,Glass Door
4993,(L),,,,,,,-75.9192023,40.3518943,Nostalgia
5042,(*),(L),,,,,,-66.050955,18.422578,Boccahio
5045,(L),,,,,,,-66.039571,18.450768,Doncella 109
5051,(L),,,,,,,-66.0558816,18.4544127,Manfredo's Guest House
5071,(L),(D),(SM),,,,,-71.3856192,41.8892402,Marti's
5080,(L),(D),(WE),(S),,,,-71.4343891,41.8293588,Cabana
5102,(WE),(*),(L),,,,,-71.519471,41.873802,The Loft
5128,(L),(D),,,,,,-81.033625,33.9896649,Traxx
5129,(L),,,,,,,-81.0016349,34.0384045,2 of Hearts
5171,(L),(D),(BYOB),(*),,,,-96.726466,43.5435941,Club 332
5179,(D),(YC),(L),(*),,,,-85.2871776,35.0395236,Go Go Club
5192,(D),(*),(WE),(L),,,,-82.355409,36.311316,Connection
5203,(L),,,,,,,-83.935324,35.9561154,Point After
5216,(L),,,,,,,-89.991089,35.1365142,Book Cottage
5218,(L),CW,(S),,,,,-89.9464166,35.1072998,Fancys
5231,(L),(D),(*),(BYOB),,,,-90.0067229,35.1404901,Pendulum Dance Hall
5253,(*),(YC),(D),(L),,,,-86.8329972,35.9733963,Warehouse 28
5269,CW,(L),(D),(E),,,,-101.8312969,35.2219971,L.B.J.
5270,(L),(D),(PT),(S),(WE),(*),,-101.8411098,35.1981341,Maggie's
5290,(L),,,,,,,-97.7364045,30.2696149,Chances
5308,(D),(*),(L),(YC),,,,-97.742313,30.275931,Uncle Charlie's
5314,(*),(YC),(D),(S),(L),,,-94.1202179,30.0837954,Copa
5331,(*),(L),,,,,,-97.4027496,27.768154,Other Door
5338,(L),,,,,,,-96.8195288,32.8242021,Buddie's
5361,(L),(C&W),(D),,,,,-96.8306206,32.8263339,High Country
5364,(OC),(L),(D),(PT),,,,-96.8184777,32.8215655,Jug's
5365,(*),(V),(F&S),(P),(L),,,-96.8552862,32.8220798,La Cage
5372,(L),,,,,,,-96.8390816,32.8287006,North Forty Saloon
5410,(P),(L),(PT),,,,,-97.1403861,33.2062917,Cedar Rail
5412,(P),(L),(PT),,,,,-97.117337,33.2333264,T.J.'s
5419,(L),(*),(PT),,,,,-106.4819317,31.7570601,Diamond Lil's
5426,(L),,,,,,,-106.4669093,31.7710669,Our Memories
5428,(*),(PT),(L),(V),,,,-106.4815635,31.7592294,San Antonio Mining Co.
5429,(L),,,,,,,-106.4850217,31.7618778,Scorpion Lounge
5445,(R),(AH),(L),,,,,-97.328346,32.7302654,D.J.'s
5446,(L),(D),(*),,,,,-97.3443556,32.726044,Partners
5475,(*),(L),(E),,,,,-95.3883309,29.7432632,Bacchus
5511,(L),(PT),,,,,,-95.3904189,29.7343579,Just Marion & Lynn's
5512,(L),(PT),(D),(*),,,,-95.4589015,29.732297,Kindred Spirits
5578,(L),,,,,,,-101.855166,33.577863,Just Magic
5587,(D),(YC),(L),,,,,-98.2286678,26.2188884,Bumpers
5589,(L),(D),,,,,,-98.2527399,26.2089739,Other Face
5596,(YC),(L),(*),(D),,,,-102.4005506,31.9304126,Nite Spot
5600,(*),(L),,,,,,-100.464464,31.4528095,Phase III
5608,(L),(PT),,,,,,-98.5664478,29.5221887,Country Club
5617,(L),(D),,,,,,-98.5696618,29.5242934,Jezebel
5619,(L),,,,,,,-98.4956039,29.367277,Las Gueras
5624,(L),CW,,,,,,-98.5084587,29.4906924,Our Place
5630,(L),,,,,,,-98.5113642,29.4495567,Reminisce
5632,(L),,,,,,,-98.4957396,29.3225132,Sisters
5640,(B&B),(*),(H),(PT),(L),(BA),(IGTA),-97.1669678,26.1102628,Lyle's Deck
5657,(WE),(L),,,,,,-97.003598,28.805267,77 South Lounge
5659,(L),,,,,,,-97.1662099,31.5706366,Hush
5663,(L),,,,,,,-98.4897532,33.9101165,Lifestyle
5664,(L),(D),(*),,,,,-98.4947844,33.9114329,Peggy's Place
5672,(*),(D),(L),(S),,,,-111.970268,41.2209042,Blue Horizon
5701,(L),(D),(S),(PT),(*),,,-111.9397252,40.7474987,Puss 'n Boots
5716,(P),(YC),(L),(*),,,,-72.5584237,42.8519106,Colors
5721,(D),(R),(L),(*),,,,-73.2135039,44.4802321,Pearl's
5726,(L),,,,,,,-72.307529,44.520629,Green Hope Farms
5768,(*),(YC),(L),(D),(R),(PT),,-76.29858,36.885804,Cue
5771,(L),(D),,,,,,-76.239013,36.8903051,Hershee Bar
5772,(P),(AH),(L),(D),(*),,,-76.2873537,36.8606543,Late Show
5796,(YC),(L),(PT),(S),(D),(*),,-77.425091,37.5322231,Scandal's
5804,(L),(M),,,,,,-79.9481168,37.2721279,Back Street Cafe
5807,(*),(L),(YC),(P),(D),(AH),,-79.9527866,37.2729801,The Park
5836,(*),(YC),(L),(D),(PT),,,-122.4764828,48.7491201,Rumors
5854,(M),(R),(L),,,,,-122.9024277,47.0449429,Ben Moore's Cocktail Lounge
5866,(N),(L),,,,,,-122.3335149,47.6612235,Bus Stop
5877,(D),(L),(WE),(*),,,,-122.3293839,47.6187636,Eastlake East
5899,(L),,,,,,,-122.3595426,47.6227925,QB
5918,(L),(R),,,,,,-122.3183889,47.6139276,Wild Rose Tavern
5929,(L),(H),,,,,,-124.0546,46.334544,Enchanted Blue Wave
5954,(*),(YC),(L),(R),(D),,,-122.4398519,47.2559427,733 Club
5955,(S),(D),(L),,,,,-122.4207836,47.2295664,The Bar
5965,(L),(E),,,,,,-118.3378604,46.0679715,Red Apple Lounge
5980,(L),(D),(S),(PT),(WE),(*),,-81.2242839,37.2694427,Shamrock
5986,(*),(YC),(D),(P),(L),,,-81.6256421,38.3500112,Grand Palace
5987,(L),(D),(PT),(*),,,,-81.6224911,38.3498688,Long Branch
5995,(L),,,,,,,-82.445154,38.41925,South Seas
6007,(D),(L),(PT),(*),,,,-88.4226505,44.2728322,1101 West
6014,(L),,,,,,,-88.4471791,43.7789992,Myrna's
6018,(L),(D),,,,,,-87.9210482,44.5313196,Loft
6027,(D),(L),(*),,,,,-87.951417,42.5437968,Club 94
6035,(L),(D),(*),,,,,-91.2478013,43.8460448,Tattoo's
6041,(L),(WE),(*),,,,,-89.3767151,43.0760831,Back East
6052,(R),(M),(L),,,,,-89.3642633,43.0836432,Willy Bear
6061,(L),(D),(R),,,,,-87.960924,43.048481,Beer Garden
6069,(L),(D),(PT),,,,,-87.9100927,43.02307,DK's
6071,(L),(R),(D),(*),,,,-87.9096329,43.020368,Fannie's
6074,(L),,,,,,,-87.9341233,43.0242433,Gay Street Station
6078,(V),(D),(L),(*),,,,-87.9123152,43.0228069,Hot Legs
6083,(PT),(L),,,,,,-87.9678494,43.0835518,Loose Ends
6094,(L),,,,,,,-87.9477372,43.0377251,27th St. Danceteria
6114,(L),(D),,,,,,-87.7828523,42.7261309,Jo Dee's
6119,(D),(W),(L),(PT),(*),,,-92.1044887,46.7354629,Main Club
6120,(D),(L),(B),,,,,-92.1041987,46.7335755,Molly & Oscar's
6121,(L),(PT),,,,,,-92.1036781,46.7282391,Trio
